1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
1,2,11.199867513961
2,2,1.3531232353516
3,2,-0.761727025228581
4,2,26.7526823689525
5,2,-5.703342039618
6,2,19.7855212280964
7,2,25.0910586488039
8,2,2.90891018094777
9,2,-35.9018357924284
10,2,-31.390080126539
11,2,-1.50316363162689
12,2,-1.6823748957709
13,2,21.4358541414058
14,2,-21.1761516254926
15,2,-10.5177964873486
16,2,27.8007652362757
17,2,-22.2382302797157
18,2,-27.4192984927373
19,2,3.81716904090792
20,2,-26.9449354125012
21,2,15.0215731493303
22,2,-1.29539722967209
23,2,8.95188805890491
24,2,-3.8795115915791
25,2,14.0001985276003
26,2,-4.92528440858211
27,2,-23.5561384105808
28,2,-22.3966862750927
29,2,32.5698749118079
30,2,3.87612978665699
31,2,-18.766248499839
32,2,2.83547321377203
33,2,13.6903874124894
34,2,9.79985309063341
35,2,18.934383856362
36,2,0.25392631274338
37,2,-1.1993572837298
38,2,47.4728253900936
39,2,3.7000131346019
40,2,-3.06202344362752
41,2,-13.8882462963215
42,2,18.1757038043879
43,2,2.19697169178396
44,2,-6.82818902022093
45,2,13.6197054280617
46,2,-13.1865820865679
47,2,-3.11156709527054
48,2,-17.0858141623724
49,2,-26.2921641608437
50,2,-29.440330542761
51,3,1
52,3,1
53,3,1
54,3,1
55,3,1
56,3,1
57,3,1
58,3,1
59,3,1
60,3,1
61,3,1
62,3,1
63,3,1
64,3,1
65,3,1
66,3,1
67,3,1
68,3,1
69,3,1
70,3,1
71,3,1
72,3,1
73,3,1
74,3,1
75,3,1
76,3,1
77,3,1
78,3,1
79,3,1
80,3,1
81,3,1
82,3,1
83,3,1
84,3,1
85,3,1
86,3,1
87,3,1
88,3,1
89,3,1
90,3,1
91,3,1
92,3,1
93,3,1
94,3,1
95,3,1
96,3,1
97,3,1
98,3,1
99,3,1
100,3,1
51,4,27.0785179008808
52,4,24.8413661295653
53,4,12.8786675000317
54,4,-30.6433982259201
55,4,9.66074319326507
56,4,11.3177023712332
57,4,9.26617202892774
58,4,38.8875191928171
59,4,-9.56077119058775
60,4,-29.4884091145061
61,4,30.4929844340929
62,4,28.6431458232827
63,4,-1.02790308517057
64,4,5.85527536612052
65,4,7.24218686020601
66,4,2.80363992823989
67,4,-4.12218852042961
68,4,35.4204442613931
69,4,-24.6578306467851
70,4,-68.5288557915688
71,4,-25.3081230811469
72,4,-31.3173452215566
73,4,-33.0096944299076
74,4,-8.33825524927354
75,4,-22.1099850534708
76,4,-12.6039203535156
77,4,1.25257710204532
78,4,31.8066301743295
79,4,-1.9940895064722
80,4,-3.0087942834669
81,4,-36.4848230524197
82,4,9.89698430762284
83,4,31.9898243306951
84,4,-7.37746049282135
85,4,-10.8173019261144
86,4,-9.05388944619185
87,4,25.0378677160835
88,4,-6.05411807136699
89,4,-4.35495246924969
90,4,18.256041919384
91,4,19.3136639919572
92,4,-16.4220926780751
93,4,-1.42740513543372
94,4,-8.81616412829431
95,4,-18.0679208476443
96,4,-12.2577082333433
97,4,2.98872869623121
98,4,-30.4238663957488
99,4,-3.87075585110774
100,4,21.409435563362
101,5,1
102,5,1
103,5,1
104,5,1
105,5,1
106,5,1
107,5,1
108,5,1
109,5,1
110,5,1
111,5,1
112,5,1
113,5,1
114,5,1
115,5,1
116,5,1
117,5,1
118,5,1
119,5,1
120,5,1
121,5,1
122,5,1
123,5,1
124,5,1
125,5,1
126,5,1
127,5,1
128,5,1
129,5,1
130,5,1
131,5,1
132,5,1
133,5,1
134,5,1
135,5,1
136,5,1
